avg,roi_num,subject_id,run,image_name,is_nonlinear,session
0.14409865040665235,1,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-1.5127640785725136,2,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
0.12690429341017714,3,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-0.7782361597367903,4,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-0.2746299715576375,5,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-0.27967830197658483,6,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-1.1437820697703012,7,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
0.6257427030704855,8,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-0.7489636094589543,9,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-0.3166637900474716,10,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-1.3331126304176766,11,NDARINVY6FE3R8A,2,corGo,False,baselineYear1Arm1
-0.2555931014712991,1,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
0.01808314782574894,2,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
0.07241445085472935,3,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
-0.6773623298338758,4,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
0.19677490575950804,5,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
-0.05193590174421547,6,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
1.600304986887831,7,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
0.8703821994424835,8,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
0.6812885995742267,9,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
-0.20489804723065316,10,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
0.3886799930738724,11,NDARINVY6FE3R8A,2,incGo,False,baselineYear1Arm1
-0.5010082975817405,1,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-0.05199479535827792,2,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-1.3263672670213187,3,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-0.7009029952975793,4,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-1.1632539591168969,5,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-0.9499519263825765,6,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-1.2611113741872757,7,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-0.8721924655260594,8,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
0.20698512678708486,9,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-1.169432739174463,10,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
-1.1246332642508716,11,NDARINVY6FE3R8A,2,corStop,False,baselineYear1Arm1
0.8539902138092169,1,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
0.5769330642329968,2,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
2.026724820699149,3,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
2.2841373827399276,4,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
1.5121734268297025,5,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
2.1037326028676535,6,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
0.09215460254288302,7,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
1.4309677763319597,8,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
0.3141389106650178,9,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
2.874357240956004,10,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
1.6658858778030892,11,NDARINVY6FE3R8A,2,incStop,False,baselineYear1Arm1
-0.44308180855662843,1,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
0.010705809752509846,2,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-1.377738386150298,3,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-0.6273412181109916,4,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-1.0944984577051022,5,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-0.9476083306277671,6,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-1.241231653748489,7,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-0.9148769309002209,8,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
0.2649083870758371,9,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-1.0760580781029492,10,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
-1.079724625601032,11,NDARINVY6FE3R8A,2,corStopvcorGo,False,baselineYear1Arm1
0.8598264734132018,1,NDARINVY6FE3R8A,2,incStopvcorGo,False,baselineYear1Arm1
